status_2021,status_2022_final,switch_type,count,row_total,row_pct
FFS,Died,Died,728,7745,9.399612653324725
FFS,FFS,FFS_stay,6372,7745,82.2724338282763
FFS,MA,FFS_to_MA,645,7745,8.327953518398967
MA,Died,Died,516,5268,9.79498861047836
MA,FFS,MA_to_FFS,272,5268,5.163249810174639
MA,MA_stay,MA_stay,3840,5268,72.89293849658314
MA,MA_switch,MA_switch,640,5268,12.148823082763858
